Lazy,Over,six,Cochabamba,El_Alto,La_Paz,Oruro,Santa_Cruz,Shocks,Manufacture,Commerce,Services,Individual,Consumption,Groups,Village,Others,Loan_Term,Lenders,Years_with_new_loans,First_timer,Cohort_1997,Cohort_1998,Cohort_1999,Cohort_2000,Default_First,Number_Potential_Workers,Age_Main_Income_Source,Education_Average,Diversification,Savings,Migrants,Female_Main_Person,Commercial,Assets,cruzados,Shocks_97,Shocks_98,Shocks_99,Shocks_00,Shocks_01,cuest
,0.0,A,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0.25,1,1,1,0,0,0,1,1,5,45.0,9.333333,1.0,1,0.0,1,0,5.3251104,0,0,0,0,1,0,99
0.0,1.0,B,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1.0,1,1,0,1,0,0,0,0,6,58.0,10.5,2.25,1,0.0,0,0,7.7599115,0,1,0,0,0,0,100
0.0,1.0,C,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1.0,1,4,0,1,0,0,0,0,4,42.0,10.0,1.25,1,0.0,0,0,7.0436854,0,0,0,1,0,1,101
0.0,1.0,B,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1.0,1,4,0,1,0,0,0,0,4,50.0,7.6666665,2.0,0,0.0,1,0,0.06754772,0,0,0,1,0,1,102
,0.0,A,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0.5833333,1,1,0,1,0,0,0,1,3,50.0,10.0,2.0,0,0.0,0,0,2.0496328,0,0,0,0,0,0,103
,0.0,A,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1.5,1,2,0,0,0,1,0,0,3,50.0,10.0,3.0,0,0.0,0,0,2.0496328,0,0,0,0,0,0,103
0.0,1.0,B,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1.6666666,1,1,1,0,0,1,0,0,3,47.0,8.5,1.0,0,0.0,0,0,0.22831132,0,0,0,1,1,0,104
0.0,1.0,B,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1.25,1,1,1,0,0,0,1,0,2,35.0,10.5,1.0,0,0.0,0,1,0.94571215,0,0,0,0,1,1,105
0.0,1.0,B,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1.5,2,1,1,0,0,0,0,0,3,33.0,10.0,1.0,1,1.0,0,0,6.7603965,0,0,0,0,0,1,106
0.0,1.0,B,0,0,1,0,0,1,0,0,1,1,0,0,0,0,3.0,2,3,0,1,0,0,0,0,3,33.0,10.0,1.0,1,1.0,0,0,6.7603965,0,0,0,0,0,1,106
0.0,1.0,B,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1.0,1,1,1,0,0,0,1,0,3,40.0,12.0,1.0,1,0.0,0,0,10.757108,0,0,0,0,1,1,107
1.0,1.0,D,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1.0,1,3,0,0,1,0,0,0,4,48.0,9.5,1.0,1,1.0,0,0,33.651688,0,0,0,0,0,1,108
0.0,1.0,B,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1.0,1,2,0,0,0,1,0,0,3,42.0,5.0,2.25,0,0.0,0,0,0.017621145,0,0,0,0,1,1,109
0.0,1.0,B,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0.5,1,2,0,0,0,0,1,0,2,37.0,7.5,1.25,1,0.0,0,1,1.3197063,0,0,0,0,1,1,11
0.0,1.0,C,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1.5,2,5,0,1,0,0,0,0,4,53.0,8.333333,3.0,1,1.0,0,0,1.8994126,0,0,0,0,1,1,111
,0.0,A,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0.41666666,2,4,0,1,0,0,0,1,4,53.0,8.333333,3.0,1,1.0,0,0,1.8994126,0,0,0,0,1,0,111
0.0,1.0,C,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1.5,1,5,0,1,0,0,0,0,3,36.0,8.0,2.0,0,0.0,0,0,0.251953,0,1,0,0,1,1,112
0.0,1.0,C,0,0,1,0,0,1,0,0,1,1,0,0,0,0,2.0,1,2,0,0,0,1,0,0,4,45.0,3.5,2.0,0,0.0,0,0,0.058737148,0,0,0,0,1,1,113
0.0,1.0,B,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1.0,1,3,0,0,0,1,0,0,2,29.0,7.0,0.5,1,0.0,0,0,0.07405286,0,0,0,1,1,1,114
0.0,1.0,C,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1.0,1,1,1,0,0,0,1,0,2,29.0,5.0,1.0,0,0.0,0,1,0.16152716,0,0,0,0,0,1,115
0.0,1.0,C,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1.0,1,2,0,1,0,0,0,0,7,50.0,6.6,2.875,0,0.0,0,0,1.0798826,0,1,1,1,0,0,116
0.0,1.0,C,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1.0,1,1,1,0,0,0,1,0,3,57.0,10.0,1.5,1,0.0,0,0,1.5951542,0,0,0,0,1,1,117
,0.0,A,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1.0,1,2,0,0,1,0,0,0,7,28.0,11.333333,1.5,0,0.0,0,0,1.60279,0,0,0,0,0,0,118
0.0,1.0,B,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0.25,1,1,1,0,0,0,1,0,2,23.0,12.0,2.0,0,1.0,1,0,0.09838474,0,0,0,0,1,0,119
0.0,1.0,C,0,0,1,0,0,0,1,0,0,0,0,1,0,0,2.0,1,1,0,1,0,0,0,0,3,28.0,10.333333,1.0,0,0.0,0,0,2.4318795,0,0,0,0,0,0,120
1.0,1.0,E,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1.5,1,1,0,1,0,0,0,1,5,49.0,10.0,3.0,1,0.0,0,0,0.62922174,0,0,0,0,0,0,121
0.0,1.0,B,0,0,1,0,0,1,0,1,0,0,0,1,0,0,2.0,1,1,1,0,0,0,0,0,1,29.0,12.0,2.0,0,0.0,0,0,1.8593687,0,0,0,0,0,1,123
0.0,1.0,B,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1.0,1,2,0,1,0,0,0,0,2,50.0,7.0,2.0,0,0.0,0,0,0.24096917,0,0,0,0,0,0,124
0.0,1.0,C,0,0,1,0,0,1,0,0,0,1,0,0,0,0,3.0,1,3,0,0,1,0,0,0,2,63.0,3.5,2.0,0,0.0,0,1,0.2558003,0,0,1,1,1,1,125
0.0,1.0,B,0,0,1,0,0,1,0,0,1,0,0,1,0,0,2.0,1,1,0,1,0,0,0,0,1,52.0,9.0,1.0,0,0.0,0,0,0.019089572,0,1,0,0,0,0,126
1.0,1.0,E,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1.5,3,1,0,1,0,0,0,0,4,50.0,12.0,1.0,0,0.0,1,1,0.18516886,0,0,1,0,0,0,127
0.0,1.0,B,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1.5,3,1,1,1,0,0,0,0,4,50.0,12.0,1.0,0,0.0,1,1,0.18516886,0,0,1,0,0,0,127
1.0,1.0,E,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1.25,3,1,1,0,1,0,0,0,4,50.0,12.0,1.0,0,0.0,1,1,0.18516886,1,0,1,0,0,0,127
0.0,1.0,C,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1.0,1,4,0,1,0,0,0,0,1,63.0,16.0,2.0,0,0.0,0,0,0.22026432,0,0,0,0,1,1,128
0.0,1.0,B,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1.25,1,1,1,0,0,1,0,0,3,56.0,10.0,1.5,0,0.0,0,0,2.6076357,0,0,0,0,0,0,129
0.0,1.0,C,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1.5,1,1,1,0,0,0,0,0,3,53.0,7.0,1.25,0,0.0,0,0,0.13010278,0,0,0,0,0,1,130
0.0,1.0,B,0,0,1,0,0,1,0,0,1,0,1,0,0,0,3.0,2,1,1,0,1,0,0,0,2,33.0,8.0,2.0,0,0.0,0,0,0.07929515,1,0,0,0,1,0,13
,0.0,A,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0.9166667,1,2,0,1,0,0,0,0,2,50.0,5.0,1.0,0,0.0,0,0,0.37621146,0,0,0,0,0,0,131
1.0,1.0,E,0,0,1,0,0,1,0,0,1,1,0,0,0,0,2.0,1,1,1,0,0,1,0,0,2,34.0,17.0,1.375,0,0.0,0,1,3.921586,0,0,0,1,1,1,132
0.0,1.0,B,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1.5,2,1,1,0,0,0,1,0,2,32.0,11.5,2.0,1,0.0,0,0,0.93069017,0,0,0,0,0,1,133
0.0,1.0,B,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1.0,2,1,1,0,0,0,0,0,2,32.0,11.5,2.0,1,0.0,0,0,0.93069017,0,0,0,0,0,1,133
0.0,1.0,B,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0.5,1,2,0,0,1,0,0,0,3,40.0,12.0,2.0,1,0.0,0,0,0.1938326,0,0,0,1,0,0,134
1.0,1.0,E,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1.5,2,3,0,0,1,0,0,0,6,48.0,8.0,2.75,1,0.0,0,0,0.09985316,0,0,0,0,1,1,135
0.0,1.0,B,0,0,1,0,0,1,0,0,0,0,0,1,0,0,2.0,1,1,1,0,0,0,1,0,2,33.0,15.5,2.0,0,0.0,0,0,2.5034506,0,0,0,0,1,1,136
1.0,1.0,E,0,0,1,0,0,1,0,1,0,0,0,1,0,0,2.0,1,1,1,0,1,0,0,0,4,45.0,11.0,1.25,0,0.0,0,0,2.2996328,0,0,0,0,1,0,137
0.0,1.0,C,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0.6666667,1,1,1,0,0,0,1,0,2,48.0,1.0,1.125,1,0.0,1,0,0.21292219,0,0,0,0,1,0,138
0.0,1.0,B,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0.5,1,1,1,0,1,0,0,0,2,35.0,10.0,1.0,0,0.0,0,0,0.23684289,0,0,1,0,0,0,139
0.0,1.0,B,0,0,1,0,0,0,0,0,1,1,0,0,0,0,2.0,1,1,1,1,0,0,0,0,2,24.0,5.0,2.0,0,1.0,0,0,0.34963292,0,0,0,0,0,0,140
0.0,1.0,C,0,0,1,0,0,1,0,0,1,0,0,0,0,1,4.0,2,2,0,0,0,1,0,0,2,36.0,9.0,1.5,0,0.0,0,0,0.3277533,0,0,0,1,1,1,14
0.0,1.0,B,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1.0,1,1,1,0,0,0,1,0,6,25.0,11.4,2.0,0,0.0,1,0,0.28117475,0,0,0,0,1,1,141
0.0,1.0,C,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1.0,2,1,1,0,0,1,0,0,4,53.0,3.0,1.25,0,0.0,0,0,0.092511006,0,0,0,0,0,0,142
1.0,1.0,E,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1.0,2,4,0,1,0,0,0,0,4,53.0,3.0,2.0,0,0.0,0,0,0.092511006,0,0,0,0,0,0,142
0.0,1.0,C,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0.5833333,1,1,1,0,0,0,1,0,2,37.0,6.5,2.0,1,0.0,1,0,0.107195295,0,0,0,0,1,0,143
0.0,1.0,B,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1.5,2,2,0,0,0,1,0,0,3,48.0,15.5,1.125,0,0.0,0,0,0.59255505,0,0,0,0,0,1,144
1.0,1.0,D,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1.0,2,2,0,0,0,1,0,0,3,48.0,15.5,1.25,0,0.0,0,0,0.59255505,0,0,0,0,1,1,144
1.0,1.0,D,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0.5,1,1,1,0,1,0,0,0,3,48.0,15.5,1.0,0,0.0,0,0,0.59255505,0,0,0,0,0,0,144
,0.0,A,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1.0,1,4,0,1,0,0,0,0,5,40.0,5.0,2.25,0,0.0,0,0,0.46886933,0,0,0,0,0,0,145
0.0,1.0,C,0,0,1,0,0,1,1,0,0,1,0,0,0,0,2.0,2,5,0,1,0,0,0,0,8,46.0,14.0,2.0,0,0.0,0,0,1.436564,0,0,1,0,1,1,147
0.0,1.0,C,0,0,1,0,0,0,1,0,0,0,0,1,0,0,,1,1,1,0,1,0,0,0,3,46.0,4.0,3.0,0,0.0,0,1,0.27195302,0,0,0,0,0,0,148
0.0,1.0,C,0,0,1,0,0,0,0,0,0,1,0,0,0,0,,2,4,0,0,1,0,0,0,2,33.0,6.5,2.5,1,0.0,0,1,0.14390603,0,0,0,0,0,0,150
0.0,1.0,C,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1.0,1,1,1,0,0,0,1,0,7,54.0,9.666667,1.0,0,0.0,0,0,0.26138034,0,0,0,0,1,1,151
0.0,1.0,C,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1.0,1,1,1,0,0,1,0,0,8,50.0,10.5,1.75,1,0.0,0,0,1.2196035,0,0,0,0,1,0,152
0.0,1.0,B,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0.6666667,1,1,1,0,1,0,0,0,8,58.0,2.5,1.5,1,0.0,0,0,0.22760646,0,0,0,0,0,0,153
0.0,1.0,C,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1,1,0,1,0,0,0,0,4,46.0,14.5,1.0,1,0.0,0,0,2.4790015,0,0,0,0,0,0,154
0.0,1.0,C,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0.8333333,1,1,1,0,0,1,0,0,2,42.0,8.0,2.25,0,0.0,1,0,0.055521294,0,0,0,1,1,0,155
0.0,1.0,C,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0.5,2,1,1,0,0,0,1,0,7,45.0,12.0,3.0,0,0.0,0,1,2.1436124,0,0,0,0,1,0,156
0.0,1.0,B,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0.6666667,2,1,1,0,0,0,1,0,7,45.0,12.0,3.0,0,0.0,0,1,2.1436124,0,0,0,0,1,0,156
0.0,1.0,C,0,1,0,0,0,1,1,0,0,0,0,1,0,0,5.0,1,3,0,0,0,1,0,0,3,33.0,12.333333,1.0,1,0.0,0,0,3.2691631,0,0,0,0,1,1,157
0.0,1.0,C,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1.75,1,1,1,0,0,0,0,0,4,58.0,7.5,1.625,1,1.0,0,0,2.353818,0,0,0,0,0,1,158
0.0,1.0,C,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1.0,1,3,0,0,0,1,0,0,3,41.0,10.0,1.25,1,0.0,0,0,4.4976063,0,0,0,0,0,1,159
0.0,1.0,C,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0.5,1,1,1,1,0,0,0,0,4,38.0,11.25,2.0,1,0.0,1,0,0.67723936,0,1,0,0,0,0,160
0.0,1.0,C,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1.0,1,1,1,1,0,0,0,0,2,33.0,7.0,2.0,1,0.0,0,0,1.123348,0,0,0,0,0,0,161
0.0,1.0,C,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0.5,1,3,0,1,0,0,0,0,2,39.0,6.0,2.375,0,0.0,0,0,0.40088105,0,1,1,1,0,0,163
0.0,1.0,B,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2.0,3,1,1,0,0,1,0,1,4,60.0,12.0,2.5,0,0.0,0,0,1.55116,0,0,0,0,0,1,164
0.0,1.0,C,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1.0,1,3,0,0,1,0,0,0,6,50.0,7.2,2.5,0,0.0,1,1,1.676417,0,0,1,0,1,1,165
0.0,1.0,B,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0.5833333,1,1,0,1,0,0,0,0,2,37.0,14.5,2.0,0,0.0,0,1,0.57621145,0,1,0,0,0,0,166
0.0,1.0,B,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1.1666666,1,1,1,0,0,0,1,0,2,37.0,14.5,1.0,0,0.0,0,1,0.57621145,0,0,0,0,0,1,166
0.0,1.0,B,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3.0,1,1,1,0,0,0,0,0,2,51.0,6.5,1.25,0,0.0,0,0,0.5831718,0,0,0,0,0,0,168
1.0,1.0,D,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1.5,2,1,1,0,0,1,0,0,6,22.0,5.4,5.75,1,0.0,0,1,0.38950074,0,0,0,0,1,0,169
0.0,1.0,C,0,0,0,0,1,1,0,0,0,0,1,0,0,0,2.0,2,1,1,0,0,1,0,1,6,22.0,5.4,5.75,1,0.0,0,1,0.38950074,1,0,0,0,1,1,169
0.0,1.0,B,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1.0,1,1,1,1,0,0,0,0,5,50.0,11.75,2.25,1,0.0,0,0,8.038752,0,0,0,0,0,0,170
0.0,1.0,B,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0.6666667,1,1,1,0,1,0,0,0,2,32.0,5.0,1.375,1,1.0,0,0,0.240558,0,0,1,0,0,0,171
0.0,1.0,C,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1.0,1,2,0,0,0,0,1,0,2,43.0,7.5,2.0,0,0.0,0,0,2.3277533,0,0,0,0,1,1,172
,0.0,A,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0.5,1,1,1,0,1,0,0,1,2,23.0,12.5,0.5,1,1.0,0,0,2.0116594,0,0,0,0,0,0,173
0.0,1.0,B,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1.0,2,1,1,0,0,0,1,0,2,23.0,12.5,1.0,1,1.0,0,0,2.0116594,0,0,0,0,1,1,173
,,F,0,0,0,0,1,0,1,0,0,0,1,0,0,0,3.0,2,1,1,1,0,0,0,1,2,31.0,11.0,1.25,1,0.0,0,1,8.538105,0,0,0,0,0,0,175
0.0,1.0,B,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0.6666667,1,1,1,0,1,0,0,0,8,54.0,8.5,2.5,0,0.0,0,0,0.1807636,0,0,0,0,0,0,177
1.0,1.0,E,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0.8333333,1,1,1,0,0,1,0,0,8,54.0,8.5,3.0,0,0.0,0,0,0.1807636,1,0,0,0,1,0,177
0.0,1.0,C,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1.1666666,2,1,1,0,1,0,0,1,4,27.0,12.0,2.0,0,0.0,0,1,0.55837005,0,0,0,1,0,0,178
0.0,1.0,B,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0.5,1,2,0,0,1,0,0,0,2,28.0,10.5,1.625,0,0.0,0,1,0.40279,0,0,0,1,0,0,179
1.0,1.0,E,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1.5,1,2,0,0,0,0,1,0,4,46.0,6.5,2.25,0,1.0,1,1,0.4173275,0,0,0,0,0,0,180
1.0,1.0,D,0,0,0,0,1,1,0,0,0,0,0,1,0,0,3.0,1,1,1,0,0,1,0,0,3,40.0,12.0,1.25,1,1.0,1,0,20.79,0,0,0,0,1,1,183
0.0,1.0,B,0,0,0,0,1,1,0,0,0,0,1,0,0,0,4.0,1,5,0,1,0,0,0,0,2,24.0,4.5,2.25,0,0.0,0,1,0.18377386,0,0,1,0,0,0,185
1.0,1.0,E,0,0,0,0,1,1,0,1,0,0,1,0,0,0,4.0,1,1,1,1,0,0,0,0,2,30.0,10.0,1.0,0,0.0,0,0,0.20558004,0,0,0,0,0,1,188
0.0,1.0,B,0,0,0,0,1,1,0,0,1,1,0,0,0,0,5.0,2,1,1,0,0,0,0,0,6,43.0,11.166667,2.5,1,0.0,0,0,7.696975,0,0,0,0,0,1,189
0.0,1.0,B,0,0,0,0,1,1,1,0,0,0,1,0,0,0,2.0,1,1,0,1,0,0,0,0,4,50.0,7.75,2.25,0,0.0,1,0,0.19456683,0,1,0,0,0,0,194
0.0,1.0,C,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1.0,1,1,0,1,0,0,0,0,3,35.0,8.666667,2.0,0,0.0,0,0,0.4552129,0,0,0,0,0,0,195
1.0,1.0,E,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1.0,1,2,0,1,0,0,0,0,3,24.0,10.666667,3.125,0,0.0,0,0,0.07342144,0,1,0,0,1,0,197
,0.0,A,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0.5,1,1,0,0,0,1,0,0,2,49.0,6.5,2.125,0,1.0,1,0,0.13656388,0,0,0,1,0,0,198
0.0,1.0,B,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1.0,2,1,1,0,0,1,0,1,3,58.0,6.3333335,0.5,0,0.0,0,0,0.1174743,0,0,0,0,0,0,200
0.0,1.0,B,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1.0,2,1,1,0,0,1,0,0,3,58.0,6.3333335,0.5,0,0.0,0,0,0.1174743,1,0,0,0,0,0,200
1.0,1.0,E,0,0,0,0,1,1,1,0,0,0,1,0,0,0,3.0,1,1,1,0,1,0,0,0,2,37.0,8.0,1.5,1,1.0,0,0,1.2777387,0,0,0,1,1,0,203
1.0,1.0,D,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1.0,1,3,0,0,1,0,0,0,2,23.0,12.0,1.125,0,0.0,0,1,0.6587372,0,0,0,0,1,1,206
,0.0,A,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0.5833333,1,5,0,1,0,0,0,0,5,65.0,11.5,1.0,1,1.0,0,0,3.6134214,0,1,1,1,1,1,207
0.0,1.0,B,0,0,0,0,1,1,0,0,1,1,0,0,0,0,2.0,1,1,1,0,1,0,0,0,3,68.0,8.666667,1.375,0,0.0,0,0,1.5171071,0,0,0,1,1,0,208
0.0,1.0,B,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0.41666666,1,1,1,0,0,1,0,0,2,26.0,11.5,2.25,0,0.0,1,0,0.15279001,0,0,0,1,0,0,211
0.0,1.0,C,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1.0,4,1,1,0,0,1,0,0,5,35.0,17.0,0.0,1,1.0,1,1,13.51,0,0,0,1,1,0,216
1.0,1.0,D,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0.5,4,1,1,0,0,0,1,0,5,35.0,17.0,0.0,1,1.0,1,1,13.51,0,0,0,0,1,0,216
1.0,1.0,D,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0.5,4,2,0,1,0,0,0,1,5,35.0,17.0,0.0,1,1.0,1,1,13.51,1,0,0,1,0,0,216
,0.0,A,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0.25,3,1,1,0,1,0,0,1,6,48.0,11.25,2.0,1,1.0,0,0,3.4462113,0,0,0,0,0,0,218
0.0,1.0,C,0,0,0,0,1,1,0,0,1,0,0,1,0,0,2.0,1,1,1,0,1,0,0,0,5,38.0,8.4,2.0,0,0.0,0,0,0.99013215,0,0,1,0,1,0,219
1.0,1.0,D,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0.25,1,1,1,0,1,0,0,0,3,48.0,12.0,1.25,1,0.0,0,0,1.7540382,0,0,0,0,0,0,220
1.0,1.0,E,0,0,1,0,0,1,0,0,0,0,1,0,0,0,5.0,1,1,0,1,0,0,0,0,2,41.0,12.0,2.0,0,0.0,1,1,1.7897136,0,1,1,1,1,1,22
,0.0,A,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1.0,2,1,1,0,0,0,0,0,4,46.0,10.25,2.5,1,0.0,0,0,1.5762115,0,0,0,0,0,1,221
,0.0,A,0,0,0,0,1,1,0,0,1,0,0,1,0,0,4.0,1,3,0,1,0,0,0,0,3,56.0,7.3333335,0.5,1,1.0,1,0,3.401395,0,0,0,0,1,0,224
0.0,1.0,B,0,0,0,0,1,0,0,0,1,0,1,0,0,0,3.0,2,1,1,1,0,0,0,0,2,39.0,3.0,1.0,0,0.0,0,0,0.9881058,0,0,0,0,0,0,225
0.0,1.0,C,0,0,0,0,1,1,0,0,0,0,1,0,0,0,2.0,1,1,1,1,0,0,0,0,2,31.0,6.0,1.0,0,1.0,1,1,0.1570925,0,1,0,0,0,0,235
,0.0,A,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0.41666666,2,1,1,0,1,0,0,1,2,36.0,10.0,1.5,1,0.0,0,1,0.6160793,0,0,0,0,0,0,236
1.0,1.0,D,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1.0,2,1,1,0,0,1,0,1,2,36.0,10.0,1.5,1,0.0,0,1,0.6160793,1,0,0,0,1,0,236
0.0,1.0,C,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0.5,1,1,0,1,0,0,0,0,4,60.0,7.5,2.25,0,0.0,0,1,0.22922175,0,0,0,0,0,0,237
0.0,1.0,B,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1.1666666,1,1,1,0,1,0,0,0,3,29.0,8.666667,2.125,0,1.0,0,0,0.3107636,0,0,0,0,0,0,239
,0.0,A,0,0,0,0,1,0,0,0,1,0,0,0,0,1,15.0,2,1,1,0,0,1,0,0,6,48.0,16.333334,1.0,1,0.0,0,0,31.43,0,0,0,0,0,0,240
,,F,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1.0,3,1,1,0,0,0,1,0,6,48.0,4.5,2.0,1,0.0,0,0,0.6174743,0,0,0,0,1,1,241
,0.0,A,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1.5,1,2,0,0,0,0,1,0,3,31.0,7.3333335,2.25,1,0.0,1,0,3.6881058,0,0,0,0,0,1,243
0.0,1.0,C,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1.0,1,1,1,0,0,0,1,0,4,40.0,11.0,1.25,0,0.0,0,0,4.32558,0,0,0,0,1,0,244
0.0,1.0,B,0,0,0,0,1,1,0,1,0,0,0,1,0,0,2.0,2,1,0,1,0,0,0,1,4,66.0,16.333334,2.5,0,0.0,1,0,6.49,0,0,0,1,0,0,245
0.0,1.0,C,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0.25,3,1,1,0,1,0,0,0,3,42.0,11.5,2.0,0,0.0,0,0,0.13215858,0,0,1,0,0,0,247
1.0,1.0,D,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1.5,3,1,1,1,0,0,0,0,3,42.0,11.5,2.0,0,0.0,0,0,0.13215858,1,0,1,0,0,0,247
,,F,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1.0,2,2,0,0,0,0,1,0,2,31.0,14.5,2.0,1,0.0,0,0,1.2029221,0,0,0,0,1,1,248
,0.0,A,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1.0,2,1,1,0,0,1,0,1,2,31.0,14.5,1.0,1,0.0,0,0,1.2029221,1,0,0,0,1,0,248
1.0,1.0,E,0,0,0,0,1,0,0,1,0,0,1,0,0,0,2.0,2,1,1,1,0,0,0,0,4,48.0,10.0,2.25,1,0.0,1,0,0.23370044,0,0,0,0,0,0,249
1.0,1.0,E,0,0,0,0,1,1,0,1,0,0,1,0,0,0,3.0,2,1,1,0,1,0,0,1,4,48.0,10.0,2.25,1,0.0,1,0,0.23370044,0,0,0,0,0,1,249
0.0,1.0,C,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1.0,1,1,1,1,0,0,0,0,7,46.0,11.2,2.0,0,1.0,0,1,4.7836857,0,0,1,0,0,0,250
0.0,1.0,C,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0.6666667,1,1,1,0,1,0,0,0,4,32.0,6.5,2.0,1,0.0,0,0,0.07488987,0,0,1,0,0,0,254
,0.0,A,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.5,1,1,1,1,0,0,0,0,5,53.0,6.4,2.0,0,0.0,0,0,0.016152715,0,0,0,0,0,0,255
