Lazy,Over,six,Cochabamba,El_Alto,La_Paz,Oruro,Santa_Cruz,Shocks,Manufacture,Commerce,Services,Individual,Consumption,Groups,Village,Others,Loan_Term,Lenders,Years_with_new_loans,First_timer,Cohort_1997,Cohort_1998,Cohort_1999,Cohort_2000,Default_First,Number_Potential_Workers,Age_Main_Income_Source,Education_Average,Diversification,Savings,Migrants,Female_Main_Person,Commercial,Assets,cruzados,Shocks_97,Shocks_98,Shocks_99,Shocks_00,Shocks_01,cuest
,0.0,A,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0.6666667,2,1,1,0,0,0,1,1,2,28.0,5.5,1.125,1,0.0,0,0,0.21292219,0,0,0,0,0,0,256
0.0,1.0,C,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0.6666667,1,1,1,0,1,0,0,0,4,44.0,4.25,2.0,0,0.0,0,1,0.13810574,0,0,1,0,0,0,257
,0.0,A,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0.5,1,1,0,0,0,1,0,1,6,46.0,10.5,2.625,0,0.0,1,0,0.34229076,0,0,0,1,0,0,258
,0.0,A,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0.5,1,1,1,0,1,0,0,0,6,46.0,10.5,2.5,0,0.0,1,0,0.34229076,0,0,0,0,0,0,258
,,F,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0.41666666,2,1,1,0,1,0,0,0,5,46.0,5.5,1.125,0,1.0,0,0,0.5945668,0,0,1,0,0,0,259
1.0,1.0,E,0,0,0,0,1,1,0,0,0,0,1,0,0,0,2.0,2,1,1,0,1,0,0,1,5,46.0,5.5,1.125,0,1.0,0,0,0.5945668,1,0,1,1,1,0,259
1.0,1.0,D,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.16666667,1,1,1,1,0,0,0,1,2,28.0,12.0,1.0,0,0.0,1,0,0.17286344,0,0,0,0,0,0,262
1.0,1.0,E,0,0,0,0,1,1,0,0,0,0,1,0,0,0,2.0,1,1,1,0,0,1,0,0,2,28.0,12.0,1.125,0,0.0,1,0,0.17286344,1,0,0,0,1,1,262
1.0,1.0,D,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0.25,1,1,1,0,1,0,0,0,1,43.0,0.0,1.625,0,0.0,1,0,0.09985316,0,0,1,0,0,0,264
0.0,1.0,C,0,0,0,0,1,1,0,0,1,0,0,1,0,0,5.0,2,1,1,1,0,0,0,1,2,46.0,17.0,1.0,1,1.0,0,0,9.576211,0,0,0,0,1,1,265
,0.0,A,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1.0,1,1,1,0,0,0,1,0,2,32.0,9.5,3.375,1,0.0,0,0,0.13985316,0,0,0,0,0,1,266
0.0,1.0,B,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1.0,1,1,1,1,0,0,0,0,3,35.0,6.3333335,1.0,0,0.0,0,0,0.17202643,0,0,0,0,0,0,268
0.0,1.0,C,0,0,0,0,1,1,0,0,1,0,1,0,0,0,2.0,1,1,1,0,0,0,0,0,2,20.0,4.0,1.5,0,0.0,0,0,0.12873715,0,0,0,0,0,1,270
0.0,1.0,C,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1.1666666,1,3,0,0,1,0,0,0,5,50.0,6.6,3.0,0,0.0,0,0,0.7771219,0,0,0,0,0,0,274
0.0,1.0,B,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1.0,1,1,1,0,0,0,0,0,7,55.0,14.2,2.0,1,0.0,0,0,10.558385,0,0,0,0,0,1,276
0.0,1.0,B,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0.8333333,2,1,1,0,0,0,1,0,2,26.0,12.0,1.0,1,0.0,1,0,2.170279,0,0,0,0,1,1,277
0.0,1.0,C,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1.0,2,1,1,0,0,0,1,1,2,26.0,12.0,1.0,1,0.0,1,0,2.170279,1,0,0,0,1,1,277
0.0,1.0,C,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1.0,2,1,1,0,1,0,0,1,4,37.0,11.333333,1.125,1,0.0,1,0,2.030646,0,0,1,0,0,0,279
1.0,1.0,E,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1.0,2,1,1,0,1,0,0,0,4,37.0,11.333333,1.125,1,0.0,1,0,2.030646,1,0,1,0,0,0,279
0.0,1.0,C,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.5,2,1,1,1,0,0,0,0,4,35.0,5.75,2.75,1,0.0,0,0,0.6895742,0,0,0,0,0,0,282
1.0,1.0,E,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0.5,2,2,0,1,0,0,0,0,4,35.0,5.75,3.375,1,0.0,0,0,0.6895742,1,0,1,0,0,0,282
1.0,1.0,E,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1.5,1,1,1,0,0,1,0,0,2,44.0,8.5,1.0,0,0.0,0,1,0.19684288,0,0,0,0,1,0,284
0.0,1.0,C,0,0,0,0,1,1,0,0,1,0,1,0,0,0,2.5,2,1,0,0,1,0,0,0,2,31.0,6.5,1.75,0,0.0,0,1,0.34963292,0,0,0,0,1,0,286
1.0,1.0,E,0,0,0,0,1,1,0,0,1,0,1,0,0,0,2.5,2,1,1,0,1,0,0,1,2,31.0,6.5,1.75,0,0.0,0,1,0.34963292,0,0,0,0,1,0,286
0.0,1.0,C,0,0,0,0,1,1,0,0,0,0,1,0,0,0,2.0,1,1,1,0,1,0,0,0,7,25.0,4.3333335,1.75,0,0.0,0,1,0.16251102,0,0,0,0,1,0,287
0.0,1.0,C,0,0,0,0,1,1,0,0,1,0,1,0,0,0,4.0,1,3,0,0,1,0,0,0,3,47.0,5.5,2.0,1,0.0,0,0,0.1321586,0,0,0,0,1,1,288
1.0,1.0,D,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1.5,2,1,1,0,0,0,1,1,3,52.0,7.6666665,2.0,0,1.0,1,0,2.9187958,0,0,0,0,0,0,289
,0.0,A,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1.0,2,1,1,0,0,0,1,0,3,52.0,7.6666665,2.0,0,1.0,1,0,2.9187958,1,0,0,0,0,0,289
1.0,1.0,D,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0.25,1,1,1,1,0,0,0,0,2,24.0,11.0,2.0,1,0.0,0,0,0.26453745,0,0,0,0,0,0,290
0.0,1.0,B,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0.5,1,2,0,0,0,0,1,0,1,30.0,16.0,2.0,1,0.0,1,1,0.7656226,0,0,0,0,1,1,29
1.0,1.0,D,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0.5,1,1,1,0,0,1,0,0,3,36.0,9.666667,1.0,1,0.0,0,0,0.21405286,0,0,0,0,0,0,294
0.0,1.0,B,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1.0,1,3,0,1,0,0,0,0,1,48.0,8.0,2.0,0,0.0,1,0,1.259765,0,0,0,0,0,0,295
0.0,1.0,B,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1.5,1,2,0,0,0,0,1,0,2,28.0,6.0,2.0,1,0.0,1,1,2.570558,0,0,0,0,0,1,296
0.0,1.0,C,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1.0,1,3,0,1,0,0,0,0,3,38.0,5.0,1.125,0,1.0,1,0,1.5496329,0,0,0,1,1,0,297
1.0,1.0,D,0,0,0,0,1,1,0,0,1,0,1,0,0,0,2.0,2,1,1,0,0,1,0,1,2,32.0,12.0,1.25,0,0.0,0,0,0.76008075,0,0,0,1,0,1,298
,0.0,A,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1.0,2,1,1,0,1,0,0,0,2,32.0,12.0,1.125,0,0.0,0,0,0.76008075,0,0,0,1,0,0,298
0.0,1.0,C,0,0,0,0,1,0,0,0,1,0,0,1,0,0,2.0,1,1,1,0,0,0,1,0,4,43.0,12.25,2.25,0,0.0,0,0,1.149398,0,0,0,0,0,0,299
0.0,1.0,C,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0.25,1,2,0,0,0,0,1,0,4,43.0,6.5,3.0,0,0.0,0,0,0.1688693,0,0,0,0,1,1,30
0.0,1.0,C,0,0,0,0,1,1,0,1,0,0,1,0,0,0,2.0,1,1,1,0,1,0,0,1,4,40.0,8.75,1.0,0,0.0,1,1,0.4174743,0,0,1,1,1,0,302
1.0,1.0,D,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0.25,1,1,0,1,0,0,0,0,4,40.0,8.75,1.0,0,0.0,1,1,0.4174743,0,0,0,0,0,0,302
,0.0,A,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1.0,3,1,1,0,1,0,0,0,4,44.0,13.5,2.0,1,0.0,0,0,5.9736857,0,0,0,0,0,0,303
0.0,1.0,C,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1.5,1,1,1,0,1,0,0,0,3,43.0,9.333333,2.0,0,0.0,0,0,1.0621586,0,0,0,0,0,0,306
1.0,1.0,D,0,0,0,0,1,0,0,0,1,0,1,0,0,0,3.0,2,1,1,1,0,0,0,1,4,48.0,12.666667,2.0,1,0.0,0,0,0.99853164,0,0,0,0,0,0,307
0.0,1.0,B,0,0,0,0,1,1,0,1,0,0,1,0,0,0,2.0,1,1,1,1,0,0,0,0,8,29.0,10.8,2.25,0,1.0,1,1,0.34698972,0,0,1,0,0,0,309
0.0,1.0,C,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0.6666667,1,1,1,0,1,0,0,0,6,45.0,9.333333,1.0,0,0.0,1,1,0.33747432,0,0,0,0,0,0,310
0.0,1.0,B,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.5,1,1,1,1,0,0,0,0,2,22.0,5.0,2.0,0,0.0,1,1,0.063142434,0,0,0,0,0,0,31
0.0,1.0,B,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1.0,1,1,1,0,0,0,0,1,2,22.0,5.0,1.5,0,0.0,1,1,0.063142434,0,0,0,0,0,1,31
0.0,1.0,C,0,0,0,0,1,1,0,0,0,0,1,0,0,0,3.0,1,1,1,0,0,1,0,0,3,40.0,7.6666665,1.25,1,0.0,1,0,0.17033774,0,0,0,1,1,0,312
0.0,1.0,C,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1.5,2,1,0,1,0,0,0,1,2,33.0,10.5,3.0,1,0.0,1,1,0.85215855,0,0,1,0,0,0,314
0.0,1.0,C,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1.5,2,4,0,1,0,0,0,0,2,33.0,10.5,1.5,1,0.0,1,1,0.85215855,1,0,1,1,1,1,314
0.0,1.0,C,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1.0,1,3,0,1,0,0,0,0,2,47.0,10.5,1.0,0,0.0,0,1,0.23964758,0,0,0,0,1,0,315
0.0,1.0,B,0,0,0,0,1,1,0,0,0,1,0,0,0,0,2.0,2,1,1,0,0,0,0,0,4,27.0,15.333333,1.375,1,0.0,0,0,4.70837,0,0,0,0,0,1,318
0.0,1.0,C,0,0,0,0,1,1,0,0,0,0,0,0,0,1,8.0,2,1,1,1,0,0,0,1,5,42.0,8.666667,2.0,1,0.0,0,0,0.43370044,0,0,1,1,1,1,321
0.0,1.0,C,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1.0,2,4,0,0,1,0,0,1,1,46.0,10.0,1.25,0,0.0,1,1,2.1063435,0,0,0,0,0,1,322
0.0,1.0,B,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1.0,2,1,1,0,0,0,0,0,1,46.0,10.0,1.25,0,0.0,1,1,2.1063435,1,0,0,0,0,1,322
0.0,1.0,B,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0.25,1,1,1,0,0,0,0,0,1,64.0,8.0,2.25,0,0.0,1,0,0.13656387,0,0,0,0,0,0,323
0.0,1.0,C,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0.6666667,1,2,0,0,0,1,0,0,1,48.0,2.0,1.0,0,0.0,1,0,0.116005875,0,0,0,0,0,0,324
0.0,1.0,B,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1.6666666,1,1,1,0,0,0,0,0,3,42.0,1.3333334,1.0,0,0.0,0,0,0.35976508,0,0,0,0,0,1,326
0.0,1.0,B,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0.375,1,1,1,0,0,0,0,0,3,42.0,2.6666667,1.0,0,0.0,0,0,0.38935387,0,0,0,0,0,1,328
0.0,1.0,B,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0.8333333,2,5,0,1,0,0,0,0,7,41.0,9.4,1.75,0,0.0,1,0,1.3765638,0,0,0,0,0,1,329
,0.0,A,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0.5,2,1,1,0,0,0,1,1,7,41.0,9.4,1.625,0,0.0,1,0,1.3765638,0,0,0,0,0,0,329
0.0,1.0,C,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0.25,1,1,1,0,1,0,0,0,2,37.0,6.0,1.125,0,0.0,0,1,0.074331865,0,0,0,0,0,0,330
0.0,1.0,B,0,0,0,0,1,1,0,1,0,0,1,0,0,0,2.0,1,1,1,0,1,0,0,0,2,26.0,9.5,1.125,0,0.0,0,1,0.80600584,0,0,0,0,1,0,331
0.0,1.0,C,0,0,0,0,1,1,0,0,0,0,1,0,0,0,3.0,1,1,1,0,1,0,0,0,4,36.0,8.666667,2.625,0,0.0,1,1,1.7549485,0,0,0,0,1,0,336
1.0,1.0,D,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1.1666666,2,1,1,0,0,0,0,1,3,48.0,12.5,1.5,0,0.0,1,0,2.0101323,0,0,0,0,0,1,338
0.0,1.0,B,0,0,0,0,1,1,0,0,0,0,1,0,0,0,2.0,2,1,1,0,1,0,0,0,3,35.0,7.0,1.125,1,0.0,1,0,2.278458,0,0,1,1,1,0,339
0.0,1.0,C,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0.8333333,1,2,0,0,0,1,0,0,5,26.0,7.25,3.25,0,1.0,0,1,3.3149488,0,0,0,0,1,1,340
,,F,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1.0,2,1,1,0,1,0,0,0,3,35.5,7.0,1.0,1,0.0,0,1,3.9087374,0,0,0,0,0,0,341
1.0,1.0,D,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0.8333333,2,5,0,1,0,0,0,1,3,35.5,7.0,1.0,1,0.0,0,1,3.9087374,0,0,0,0,0,0,341
0.0,1.0,C,0,0,0,0,1,1,0,1,0,0,0,1,0,0,2.0,1,1,1,0,0,0,0,1,2,35.0,9.5,1.0,0,0.0,1,0,4.216755,0,0,0,0,0,1,342
,0.0,A,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1.0,1,1,1,0,0,1,0,0,2,35.0,9.5,1.0,0,0.0,1,0,4.216755,0,0,0,1,1,0,342
1.0,1.0,E,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1.0,1,1,1,0,0,0,1,0,2,26.0,8.5,1.125,0,0.0,1,0,0.030837003,0,0,0,0,1,1,343
1.0,1.0,E,0,0,0,0,1,1,0,0,1,0,0,1,0,0,3.0,1,1,1,0,0,0,1,0,6,25.0,4.6,1.75,0,0.0,0,1,0.13215858,0,0,0,0,0,1,344
0.0,1.0,C,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1.5,1,1,1,0,1,0,0,0,3,66.0,9.5,2.25,0,1.0,1,0,0.72152716,0,0,0,0,0,0,345
0.0,1.0,B,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1.0,2,2,0,0,0,1,0,0,8,27.0,7.571429,2.5,0,0.0,0,1,1.6497798,0,0,0,1,0,0,347
0.0,1.0,B,0,0,0,0,1,0,0,0,1,0,1,0,0,0,2.0,1,2,0,0,1,0,0,0,3,38.0,12.0,2.25,1,0.0,0,0,2.7734213,0,0,0,0,0,0,349
,0.0,A,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0.16666667,1,1,1,0,1,0,0,0,10,65.0,11.857142,2.5,0,1.0,1,0,0.56397945,0,0,0,0,0,0,350
0.0,1.0,B,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2.0,2,1,1,1,0,0,0,0,2,30.0,14.0,2.0,1,0.0,1,0,2.7612922,1,0,0,0,0,0,35
0.0,1.0,B,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0.5,1,1,1,0,1,0,0,0,6,42.0,8.6,2.0,0,0.0,0,0,0.4780323,0,0,0,0,0,0,351
1.0,1.0,D,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1.0,1,1,1,0,0,1,0,0,4,43.0,9.666667,1.25,1,1.0,1,0,0.41145375,0,0,0,0,0,0,355
0.0,1.0,C,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0.6666667,1,3,0,0,0,1,0,0,7,48.0,10.8,2.625,1,0.0,0,0,0.19823788,0,0,0,0,0,1,357
0.0,1.0,C,0,0,0,0,1,1,0,1,0,1,0,0,0,0,3.0,2,1,1,0,0,0,1,0,3,33.0,11.666667,2.0,0,0.0,1,0,2.272922,0,0,0,0,0,1,358
0.0,1.0,B,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0.75,2,2,0,0,1,0,0,0,2,34.0,9.0,2.0,1,0.0,1,0,0.5693539,0,0,0,1,1,0,359
,0.0,A,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1.0,1,1,1,0,1,0,0,0,3,40.0,10.333333,2.5,0,0.0,0,0,2.6010277,0,0,0,0,0,0,360
,0.0,A,0,0,0,0,1,1,0,0,1,0,0,1,0,0,3.0,1,1,1,0,1,0,0,0,3,58.0,16.0,1.0,0,1.0,0,0,0.5450954,0,0,0,1,0,1,361
0.0,1.0,C,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1.5,2,1,1,0,0,0,1,0,2,32.0,8.0,2.0,0,0.0,1,1,0.4660793,0,0,0,0,1,1,362
0.0,1.0,C,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0.33333334,3,2,0,0,1,0,0,1,2,24.0,6.0,1.5,0,0.0,0,1,0.06314244,0,0,0,0,0,0,363
0.0,1.0,C,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1.1666666,3,3,0,0,0,1,0,0,2,24.0,6.0,2.5,0,0.0,0,1,0.06314244,0,0,0,0,0,1,363
0.0,1.0,C,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3.0,1,1,1,0,1,0,0,0,2,30.0,12.0,1.0,1,0.0,0,1,0.8202643,0,0,0,0,0,0,364
,0.0,A,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0.25,1,2,0,0,0,0,1,0,2,36.0,12.0,1.0,0,0.0,0,0,0.3894273,0,0,0,0,0,1,367
0.0,1.0,B,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1.0,1,1,1,0,0,1,0,0,3,30.0,8.666667,2.25,1,0.0,0,0,0.14405288,0,0,0,0,1,0,369
0.0,1.0,B,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1.0,1,1,1,0,0,1,0,0,4,29.0,7.0,2.75,0,0.0,1,0,0.40697503,0,0,0,0,1,0,370
1.0,1.0,E,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1.0,2,1,1,0,0,0,1,0,2,28.0,12.5,2.125,0,0.0,0,0,0.87180614,0,0,0,0,1,1,373
,0.0,A,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1.0,1,1,1,0,0,0,1,0,2,44.0,2.5,2.0,0,0.0,0,0,0.07052129,0,0,0,0,1,1,374
1.0,1.0,E,0,0,0,0,1,1,1,0,0,0,1,0,0,0,3.0,1,2,0,0,1,0,0,0,2,33.0,8.0,2.0,0,0.0,1,1,1.0748165,0,0,0,0,1,1,376
0.0,1.0,C,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1.0,1,1,1,0,1,0,0,0,2,49.0,6.5,0.0,0,1.0,1,0,0.2160793,0,0,1,0,0,0,377
0.0,1.0,C,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1.25,2,1,1,0,0,0,1,1,6,46.0,14.6,2.0,1,0.0,0,0,3.1898973,0,0,0,0,0,1,378
,0.0,A,0,0,0,0,1,1,0,0,0,0,1,0,0,0,3.0,2,1,1,0,1,0,0,1,2,26.0,16.0,1.25,1,0.0,1,1,4.14,0,0,0,1,1,1,379
0.0,1.0,C,0,0,0,0,1,1,0,0,0,0,1,0,0,0,2.0,1,1,0,0,0,1,0,0,12,24.0,8.1,1.75,0,0.0,0,0,0.29585904,0,0,0,0,1,1,381
,0.0,A,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0.5,1,1,1,1,0,0,0,0,2,31.0,9.5,1.0,1,0.0,0,0,0.17621146,0,0,0,0,0,0,382
,0.0,A,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0.25,1,2,0,0,1,0,0,0,4,36.0,8.75,3.125,0,0.0,0,1,3.1974745,0,0,0,0,0,0,383
,0.0,A,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0.5,1,3,0,1,0,0,0,0,2,37.0,5.0,2.0,1,0.0,0,1,1.6516594,0,0,0,0,0,0,384
0.0,1.0,B,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0.41666666,2,1,1,0,1,0,0,0,1,30.0,9.0,1.25,1,1.0,1,1,0.4149486,0,0,0,0,0,0,385
1.0,1.0,E,0,0,0,0,1,1,0,0,1,0,1,0,0,0,3.0,2,1,1,0,1,0,0,1,2,35.0,4.0,1.0,0,0.0,0,0,2.8998826,0,0,0,0,0,1,389
0.0,1.0,B,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1.5,1,1,1,0,0,0,0,0,1,37.0,11.0,1.0,1,0.0,0,1,0.46886933,0,0,0,0,0,1,390
0.0,1.0,C,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0.41666666,1,1,1,1,0,0,0,0,2,31.0,7.0,2.0,1,0.0,0,0,1.4321586,0,0,0,0,0,0,392
0.0,1.0,C,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1.0,1,1,0,1,0,0,0,0,7,55.0,8.142858,2.25,1,1.0,0,0,4.2786345,0,0,1,0,0,0,393
0.0,1.0,B,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1.0,1,1,1,0,0,1,0,0,2,23.0,9.5,1.0,0,0.0,0,0,0.19418503,0,0,0,0,0,0,395
0.0,1.0,C,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0.75,2,1,1,0,1,0,0,0,6,50.0,4.6666665,2.25,0,0.0,1,1,0.029368576,0,0,0,0,0,0,398
0.0,1.0,C,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0.6666667,2,1,1,0,1,0,0,0,6,50.0,4.6666665,2.25,0,0.0,1,1,0.029368576,0,0,0,0,0,0,398
0.0,1.0,C,0,0,0,0,1,1,0,0,0,0,0,1,0,0,2.0,2,1,0,0,0,1,0,1,8,21.0,10.142858,1.125,0,0.0,0,0,1.7527901,0,0,0,1,0,1,399
1.0,1.0,E,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1.5,2,3,0,1,0,0,0,0,8,21.0,10.142858,1.125,0,0.0,0,0,1.7527901,0,0,1,1,0,0,399
0.0,1.0,B,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1.0,1,1,0,0,1,0,0,0,6,48.0,9.4,1.0,0,0.0,0,0,0.1468429,0,0,0,1,0,0,400
0.0,1.0,B,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0.5,1,1,1,0,0,1,0,0,1,30.0,5.0,1.5,1,0.0,1,1,0.095447876,0,0,0,1,0,0,40
1.0,1.0,D,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1.3333334,3,1,1,0,1,0,0,0,3,46.0,4.0,1.0,1,0.0,1,1,0.027900146,0,0,1,1,0,0,401
1.0,1.0,D,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1.1666666,3,2,0,1,0,0,0,1,3,46.0,4.0,1.0,1,0.0,1,1,0.027900146,0,1,1,1,0,0,401
,,F,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1.0,3,2,0,1,0,0,0,0,3,46.0,4.0,1.0,1,0.0,1,1,0.027900146,1,1,1,1,0,0,401
1.0,1.0,E,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1.5,1,1,1,0,0,1,0,0,5,43.0,9.0,1.5,1,0.0,1,1,0.10975037,0,0,0,1,1,0,402
0.0,1.0,C,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0.33333334,2,1,1,0,0,1,0,1,5,34.0,11.0,2.25,1,1.0,1,0,1.2462114,0,0,0,0,0,0,403
0.0,1.0,C,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.5833333,1,1,1,0,1,0,0,0,2,26.0,6.5,0.5,0,0.0,1,0,0.27572685,0,0,0,0,0,0,404
,,F,0,0,0,0,1,1,0,0,0,0,0,1,0,0,2.0,1,1,1,1,0,0,0,0,4,43.0,5.25,2.0,0,0.0,0,0,4.25558,0,0,1,1,0,0,408
0.0,1.0,B,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1.0,1,2,0,1,0,0,0,0,3,47.0,5.5,1.0,1,0.0,1,1,0.5870485,0,0,0,0,0,0,410
0.0,1.0,C,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1.0,1,1,1,0,0,0,1,0,4,38.0,4.5,1.375,0,0.0,0,1,0.22481646,0,0,0,0,0,1,413
1.0,1.0,D,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1.0,2,1,1,1,0,0,0,1,2,29.0,12.0,1.0,0,0.0,1,0,0.58795893,0,0,0,0,0,0,414
0.0,1.0,B,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1.0,1,1,1,1,0,0,0,0,4,38.0,8.5,2.25,0,0.0,0,0,1.154185,0,0,0,0,0,0,415
1.0,1.0,D,0,0,0,0,1,1,0,0,1,0,1,0,0,0,2.0,1,1,1,1,0,0,0,0,6,38.0,7.75,1.25,0,0.0,1,1,0.37580028,0,1,0,0,0,0,417
0.0,1.0,C,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0.8333333,1,1,1,0,0,1,0,0,4,28.0,10.25,3.0,0,0.0,0,1,1.1176064,0,0,0,1,0,0,418
1.0,1.0,D,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1.0,1,1,1,0,0,1,0,0,3,50.0,12.0,2.125,0,0.0,0,0,13.422688,0,0,0,0,0,0,422
0.0,1.0,C,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1.1666666,1,3,0,1,0,0,0,0,6,43.0,9.2,2.0,0,0.0,1,1,2.5768428,0,0,1,1,1,0,426
0.0,1.0,B,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0.8333333,1,1,1,0,1,0,0,0,2,54.0,8.0,1.0,0,0.0,1,0,0.71477973,0,0,0,0,0,0,427
1.0,1.0,D,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1.0,2,1,1,0,0,1,0,0,2,26.0,12.0,1.0,0,0.0,0,0,0.66215855,0,0,0,0,0,0,428
0.0,1.0,C,0,0,0,0,1,0,0,0,1,0,1,0,0,0,2.0,1,1,1,0,1,0,0,0,7,46.0,11.0,1.5,1,1.0,0,0,4.1212406,0,0,0,0,0,0,430
1.0,1.0,E,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1.0,3,4,0,1,0,0,0,0,3,40.0,17.0,1.75,1,0.0,0,0,8.2,0,1,0,1,1,1,43
0.0,1.0,C,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1.0,3,3,0,0,0,1,0,0,3,40.0,17.0,1.75,1,0.0,0,0,8.2,0,0,0,1,1,1,43
